Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos trimestre anterior,KPI
2022,2,Mendoza,49.39,48.74,1.34
2022,3,Mendoza,51.03,49.39,3.32
2022,4,Mendoza,51.36,51.03,0.65
2023,1,Mendoza,51.4,51.36,0.08
2023,2,Mendoza,52.09,51.4,1.34
2023,3,Mendoza,52.03,52.09,-0.12
2023,4,Mendoza,52.15,52.03,0.23
2014,1,Misiones,23.13653864847733,0.0,0.0
2014,2,Misiones,23.367747601299843,23.14,1.0
2014,3,Misiones,23.567356954345527,23.37,0.85
2014,4,Misiones,24.162430605588312,23.57,2.52
2015,1,Misiones,26.305604105190643,24.16,8.87
2015,2,Misiones,27.34768244882168,26.31,3.96
2015,3,Misiones,28.306345093436885,27.35,3.51
2015,4,Misiones,28.686658891542372,28.31,1.34
2016,1,Misiones,28.36765259095629,28.69,-1.11
2016,2,Misiones,29.239512823021975,28.37,3.07
2016,3,Misiones,29.905385775898186,29.24,2.28
2016,4,Misiones,29.720149807797423,29.91,-0.62
2017,1,Misiones,29.522202363131044,29.72,-0.67
2017,2,Misiones,30.089248025085933,29.52,1.92
2017,3,Misiones,30.205990933031902,30.09,0.39
2017,4,Misiones,31.14218485379854,30.21,3.1
2018,1,Misiones,30.95673588446963,31.14,-0.6
2018,2,Misiones,31.630907682221824,30.96,2.18
2018,3,Misiones,32.10366641805902,31.63,1.49
2018,4,Misiones,34.4507488777944,32.1,7.31
2019,1,Misiones,36.25716826552349,34.45,5.24
2019,2,Misiones,39.14612554169944,36.26,7.97
2019,3,Misiones,39.33292986744382,39.15,0.48
2019,4,Misiones,39.78923684048622,39.33,1.16
2020,1,Misiones,39.01834755171205,39.79,-1.94
2020,2,Misiones,40.88779600969606,39.02,4.79
2020,3,Misiones,41.60448628544863,40.89,1.75
2020,4,Misiones,42.64411416119227,41.6,2.5
2021,1,Misiones,43.172438905971845,42.64,1.24
2021,2,Misiones,45.0128113119994,43.17,4.26
2021,3,Misiones,45.57065365808786,45.01,1.24
2021,4,Misiones,49.06462073058497,45.57,7.67
2022,1,Misiones,49.04334199772953,49.06,-0.04
2022,2,Misiones,51.0,49.04,3.99
2022,3,Misiones,51.82,51.0,1.61
2022,4,Misiones,52.85,51.82,1.99
2023,1,Misiones,53.97,52.85,2.12
2023,2,Misiones,55.18,53.97,2.24
2023,3,Misiones,55.51,55.18,0.6
2023,4,Misiones,56.27,55.51,1.37
2014,1,Neuquén,49.79160519138556,0.0,0.0
2014,2,Neuquén,50.84274905844866,49.79,2.11
2014,3,Neuquén,56.39541102706976,50.84,10.92
2014,4,Neuquén,52.554989697249574,56.4,-6.81
2015,1,Neuquén,51.95443673810251,52.55,-1.14
2015,2,Neuquén,53.117336593231435,51.95,2.24
2015,3,Neuquén,54.59931489671118,53.12,2.79
2015,4,Neuquén,58.2893377687955,54.6,6.76
2016,1,Neuquén,55.75393700425406,58.29,-4.35
2016,2,Neuquén,59.098285533662036,55.75,6.0
2016,3,Neuquén,60.21485088853954,59.1,1.89
2016,4,Neuquén,60.873667228199054,60.21,1.09
2017,1,Neuquén,61.02302006782746,60.87,0.25
2017,2,Neuquén,61.91013427666159,61.02,1.45
2017,3,Neuquén,60.8304131050389,61.91,-1.74
2017,4,Neuquén,61.24232317785096,60.83,0.68
2018,1,Neuquén,61.517390351563726,61.24,0.45
2018,2,Neuquén,60.23679161402031,61.52,-2.08
2018,3,Neuquén,60.48661674396911,60.24,0.41
2018,4,Neuquén,59.06916926636779,60.49,-2.34
2019,1,Neuquén,58.87800433437489,59.07,-0.32
2019,2,Neuquén,63.080964327674394,58.88,7.14
2019,3,Neuquén,64.13887269491578,63.08,1.68
2019,4,Neuquén,59.35590092822445,64.14,-7.46
2020,1,Neuquén,61.84749362355069,59.36,4.2
2020,2,Neuquén,63.898469033764314,61.85,3.32
2020,3,Neuquén,65.24417025530218,63.9,2.11
2020,4,Neuquén,67.00234522048092,65.24,2.69
2021,1,Neuquén,66.84208942045272,67.0,-0.24
2021,2,Neuquén,69.14021084638621,66.84,3.44
2021,3,Neuquén,69.70653344501615,69.14,0.82
2021,4,Neuquén,73.30016254020012,69.71,5.16
2022,1,Neuquén,74.17305509992715,73.3,1.19
2022,2,Neuquén,80.02,74.17,7.88
2022,3,Neuquén,80.37,80.02,0.44
2022,4,Neuquén,78.67,80.37,-2.12
2023,1,Neuquén,78.55,78.67,-0.15
2023,2,Neuquén,78.97,78.55,0.53
2023,3,Neuquén,79.97,78.97,1.27
2023,4,Neuquén,79.91,79.97,-0.08
2014,1,Río Negro,44.913957131788514,0.0,0.0
2014,2,Río Negro,45.33491032014632,44.91,0.94
2014,3,Río Negro,46.196187157830146,45.33,1.9
2014,4,Río Negro,45.47806275120403,46.2,-1.55
2015,1,Río Negro,45.32694907202778,45.48,-0.33
2015,2,Río Negro,45.97612013432327,45.33,1.43
2015,3,Río Negro,46.389186656745146,45.98,0.9
2015,4,Río Negro,46.43948111494307,46.39,0.11
2016,1,Río Negro,45.83512638708331,46.44,-1.3
2016,2,Río Negro,46.240113078127436,45.84,0.88
2016,3,Río Negro,46.38796536215942,46.24,0.32
2016,4,Río Negro,46.38521035065572,46.39,-0.01
2017,1,Río Negro,46.02953874119518,46.39,-0.77
2017,2,Río Negro,46.02080512293318,46.03,-0.02
2017,3,Río Negro,48.518658939500625,46.02,5.43
2017,4,Río Negro,49.37562976824529,48.52,1.77
2018,1,Río Negro,49.816861312232405,49.38,0.89
2018,2,Río Negro,50.147894623963396,49.82,0.66
2018,3,Río Negro,50.54264808703746,50.15,0.79
2018,4,Río Negro,51.86140345426057,50.54,2.61
2019,1,Río Negro,53.57164978100252,51.86,3.3
2019,2,Río Negro,61.0942074999118,53.57,14.04
2019,3,Río Negro,63.42470088700958,61.09,3.81
2019,4,Río Negro,55.70500968287489,63.42,-12.17
2020,1,Río Negro,55.11566865962362,55.71,-1.06
2020,2,Río Negro,56.369335248791955,55.12,2.27
2020,3,Río Negro,57.052405915845014,56.37,1.21
2020,4,Río Negro,61.088615480454756,57.05,7.07
2021,1,Río Negro,60.87924030325769,61.09,-0.34
2021,2,Río Negro,61.94204057417748,60.88,1.75
2021,3,Río Negro,61.967213114754095,61.94,0.04
2021,4,Río Negro,65.69489961160652,61.97,6.02
2022,1,Río Negro,67.03640754987029,65.69,2.04
2022,2,Río Negro,67.85,67.04,1.21
2022,3,Río Negro,67.98,67.85,0.19
2022,4,Río Negro,68.42,67.98,0.65
2023,1,Río Negro,69.16,68.42,1.08
2023,2,Río Negro,68.56,69.16,-0.87
2023,3,Río Negro,68.4,68.56,-0.23
2023,4,Río Negro,70.26,68.4,2.72
2014,1,Salta,28.699559509630678,0.0,0.0
2014,2,Salta,28.914594000862877,28.7,0.75
2014,3,Salta,29.2226843537979,28.91,1.07
2014,4,Salta,29.534861619577978,29.22,1.07
2015,1,Salta,30.00978823344275,29.53,1.61
2015,2,Salta,30.46112384270092,30.01,1.5
2015,3,Salta,31.175945212858434,30.46,2.35
2015,4,Salta,31.593492648071866,31.18,1.34
2016,1,Salta,31.315545971153234,31.59,-0.88
2016,2,Salta,32.08172602508202,31.32,2.45
2016,3,Salta,32.95583168118035,32.08,2.72
2016,4,Salta,32.69411973937546,32.96,-0.79
2017,1,Salta,32.57548931482305,32.69,-0.36
2017,2,Salta,32.739420263626215,32.58,0.5
2017,3,Salta,39.839700806907416,32.74,21.69
2017,4,Salta,39.79624247145896,39.84,-0.11
2018,1,Salta,39.775591632918804,39.8,-0.05
2018,2,Salta,39.93719209989731,39.78,0.41
2018,3,Salta,39.42741342068409,39.94,-1.28
2018,4,Salta,39.801610069738146,39.43,0.95
2019,1,Salta,40.09834441771615,39.8,0.75
2019,2,Salta,41.89319832036978,40.1,4.48
2019,3,Salta,44.47617792228716,41.89,6.17
2019,4,Salta,50.35463892238824,44.48,13.22
2020,1,Salta,49.59568027012866,50.35,-1.51
2020,2,Salta,51.58158335340357,49.6,4.0
2020,3,Salta,52.31571212848803,51.58,1.42
2020,4,Salta,54.04275200147659,52.32,3.3
2021,1,Salta,53.93001926339093,54.04,-0.21
2021,2,Salta,54.930090174788894,53.93,1.85
2021,3,Salta,55.964278059584196,54.93,1.88
2021,4,Salta,56.81442605762217,55.96,1.52
2022,1,Salta,56.10759340849759,56.81,-1.24
2022,2,Salta,57.54,56.11,2.55
2022,3,Salta,57.76,57.54,0.38
2022,4,Salta,57.96,57.76,0.35
2023,1,Salta,57.67,57.96,-0.5
2023,2,Salta,57.48,57.67,-0.33
2023,3,Salta,57.57,57.48,0.16
2023,4,Salta,56.98,57.57,-1.02
2014,1,San Juan,27.59549302299609,0.0,0.0
2014,2,San Juan,27.782697817958912,27.6,0.68
2014,3,San Juan,27.854244478102746,27.78,0.26
2014,4,San Juan,28.037145714560673,27.85,0.66
2015,1,San Juan,27.553192759766446,28.04,-1.73
2015,2,San Juan,27.64305342045848,27.55,0.33
2015,3,San Juan,27.66538565566005,27.64,0.08
2015,4,San Juan,27.6648539357743,27.67,-0.0
2016,1,San Juan,27.330794110004312,27.66,-1.21
2016,2,San Juan,27.34078151409113,27.33,0.04
2016,3,San Juan,27.31712713599077,27.34,-0.09
2016,4,San Juan,27.292421452197058,27.32,-0.09
2017,1,San Juan,27.03676098842391,27.29,-0.94
2017,2,San Juan,26.96461612024698,27.04,-0.27
2017,3,San Juan,32.36688935995978,26.96,20.03
2017,4,San Juan,30.29992919128174,32.37,-6.39
2018,1,San Juan,32.60917745169287,30.3,7.62
2018,2,San Juan,32.94664884868421,32.61,1.03
2018,3,San Juan,33.05141650392377,32.95,0.32
2018,4,San Juan,31.89625207025579,33.05,-3.5
2019,1,San Juan,31.833058053465464,31.9,-0.2
2019,2,San Juan,35.59971733748176,31.83,11.83
2019,3,San Juan,37.06231303554226,35.6,4.11
2019,4,San Juan,32.85497572815534,37.06,-11.35
2020,1,San Juan,32.392292136304725,32.85,-1.41
2020,2,San Juan,35.09485776365026,32.39,8.34
2020,3,San Juan,38.78995525412846,35.09,10.53
2020,4,San Juan,36.32088215575813,38.79,-6.37
2021,1,San Juan,39.055194335357605,36.32,7.53
2021,2,San Juan,39.28402570062062,39.06,0.59
2021,3,San Juan,39.4554480019856,39.28,0.44
2021,4,San Juan,39.588851864871685,39.46,0.34
2022,1,San Juan,43.54598160933163,39.59,10.0
2022,2,San Juan,49.46,43.55,13.58
2022,3,San Juan,50.8,49.46,2.71
2022,4,San Juan,50.88,50.8,0.16
2023,1,San Juan,49.75,50.88,-2.22
2023,2,San Juan,47.52,49.75,-4.48
2023,3,San Juan,50.45,47.52,6.17
2023,4,San Juan,50.08,50.45,-0.73
2014,1,San Luis,9.347207842190002,0.0,0.0
2014,2,San Luis,9.717910199871824,9.35,3.97
2014,3,San Luis,9.711210759672754,9.72,-0.07
2014,4,San Luis,9.786393366351197,9.71,0.77
2015,1,San Luis,9.716048963760594,9.79,-0.72
2015,2,San Luis,9.707971837203658,9.72,-0.08
2015,3,San Luis,9.70650326873876,9.71,-0.02
2015,4,San Luis,9.705768984506312,9.71,-0.01
2016,1,San Luis,9.586346282770212,9.71,-1.23
2016,2,San Luis,9.603733851602321,9.59,0.18
2016,3,San Luis,9.630539686885157,9.6,0.28
2016,4,San Luis,9.640682435370556,9.63,0.11
2017,1,San Luis,9.545500193678896,9.64,-0.99
2017,2,San Luis,9.513970314868304,9.55,-0.33
2017,3,San Luis,15.477861790298098,9.51,62.69
2017,4,San Luis,10.586731069754228,15.48,-31.6
2018,1,San Luis,15.14879034827491,10.59,43.09
2018,2,San Luis,15.150424491351385,15.15,0.01
2018,3,San Luis,52.35311497551916,15.15,245.56
2018,4,San Luis,67.55045369760039,52.35,29.03
2019,1,San Luis,67.3379373977716,67.55,-0.31
2019,2,San Luis,81.789994425864,67.34,21.46
2019,3,San Luis,85.22608876849344,81.79,4.2
2019,4,San Luis,74.92002603481464,85.23,-12.09
2020,1,San Luis,76.30854184641933,74.92,1.85
2020,2,San Luis,78.4096773527651,76.31,2.75
2020,3,San Luis,79.96172209417188,78.41,1.98
2020,4,San Luis,81.67947806105701,79.96,2.15
2021,1,San Luis,81.23730177127507,81.68,-0.54
2021,2,San Luis,83.47810720063075,81.24,2.76
2021,3,San Luis,79.87043349212911,83.48,-4.32
2021,4,San Luis,80.29578283135379,79.87,0.53
2022,1,San Luis,80.72423060601774,80.3,0.53
2022,2,San Luis,81.76,80.72,1.28
2022,3,San Luis,81.74,81.76,-0.02
2022,4,San Luis,90.27,81.74,10.44
2023,1,San Luis,90.17,90.27,-0.11
2023,2,San Luis,93.41,90.17,3.59
2023,3,San Luis,98.55,93.41,5.5
2023,4,San Luis,102.07,98.55,3.57
2014,1,Santa Cruz,28.939093063577776,0.0,0.0
2014,2,Santa Cruz,29.377007153054272,28.94,1.51
2014,3,Santa Cruz,28.231942904274984,29.38,-3.9
2014,4,Santa Cruz,27.802678969652344,28.23,-1.52
2015,1,Santa Cruz,27.994863943494483,27.8,0.69
2015,2,Santa Cruz,27.072245027448233,27.99,-3.3
2015,3,Santa Cruz,27.606060983429437,27.07,1.97
2015,4,Santa Cruz,27.74476906647967,27.61,0.5
2016,1,Santa Cruz,26.865862521449994,27.74,-3.17
2016,2,Santa Cruz,26.728911725319804,26.87,-0.51
2016,3,Santa Cruz,26.835201895450698,26.73,0.4
2016,4,Santa Cruz,27.04676021484584,26.84,0.79
2017,1,Santa Cruz,26.52499173785465,27.05,-1.93
2017,2,Santa Cruz,26.248619828709554,26.52,-1.04
2017,3,Santa Cruz,33.29182971658959,26.25,26.83
2017,4,Santa Cruz,28.912492882806827,33.29,-13.15
2018,1,Santa Cruz,33.55275989857616,28.91,16.05
2018,2,Santa Cruz,33.33236451006607,33.55,-0.66
2018,3,Santa Cruz,32.72785029455932,33.33,-1.81
2018,4,Santa Cruz,23.68919410065612,32.73,-27.62
2019,1,Santa Cruz,23.66765499676892,23.69,-0.09
2019,2,Santa Cruz,28.846063055322123,23.67,21.88
2019,3,Santa Cruz,35.62816097885956,28.85,23.51
2019,4,Santa Cruz,36.71136308535834,35.63,3.04
2020,1,Santa Cruz,35.97427628896549,36.71,-2.01
2020,2,Santa Cruz,35.79262396979603,35.97,-0.5
2020,3,Santa Cruz,35.95152890784452,35.79,0.44
2020,4,Santa Cruz,36.99957245908797,35.95,2.92
2021,1,Santa Cruz,41.64783103990742,37.0,12.56
2021,2,Santa Cruz,44.01491665543425,41.65,5.68
2021,3,Santa Cruz,43.74732028012005,44.01,-0.61
2021,4,Santa Cruz,43.05121466117346,43.75,-1.59
2022,1,Santa Cruz,43.33842311053054,43.05,0.67
2022,2,Santa Cruz,43.15,43.34,-0.43
2022,3,Santa Cruz,43.19,43.15,0.09
2022,4,Santa Cruz,43.53,43.19,0.79
2023,1,Santa Cruz,43.42,43.53,-0.25
2023,2,Santa Cruz,41.66,43.42,-4.05
2023,3,Santa Cruz,40.89,41.66,-1.85
2023,4,Santa Cruz,73.75,40.89,80.36
2014,1,Santa Fe,47.84766256547095,0.0,0.0
2014,2,Santa Fe,48.39035138670138,47.85,1.13
2014,3,Santa Fe,49.19588444557267,48.39,1.66
2014,4,Santa Fe,49.999623023482705,49.2,1.63
2015,1,Santa Fe,50.24449475931921,50.0,0.49
2015,2,Santa Fe,51.17653890867876,50.24,1.86
2015,3,Santa Fe,52.14595474084349,51.18,1.89
2015,4,Santa Fe,52.60808978585806,52.15,0.89
2016,1,Santa Fe,51.27734085407622,52.61,-2.53
2016,2,Santa Fe,52.436477259371124,51.28,2.26
2016,3,Santa Fe,52.67215036886248,52.44,0.45
2016,4,Santa Fe,52.19105023718895,52.67,-0.91
2017,1,Santa Fe,51.970107692080425,52.19,-0.42
2017,2,Santa Fe,52.26961123969867,51.97,0.58
2017,3,Santa Fe,60.90635563451515,52.27,16.52
2017,4,Santa Fe,61.7127712196729,60.91,1.32
2018,1,Santa Fe,62.28199844300957,61.71,0.92
2018,2,Santa Fe,62.57079239957442,62.28,0.46
2018,3,Santa Fe,63.4096146162309,62.57,1.34
2018,4,Santa Fe,65.58706886191564,63.41,3.43
2019,1,Santa Fe,66.97409094791476,65.59,2.11
2019,2,Santa Fe,67.42291993321949,66.97,0.67
2019,3,Santa Fe,68.87178057593026,67.42,2.15
2019,4,Santa Fe,69.48235725596862,68.87,0.89
2020,1,Santa Fe,69.52357940253133,69.48,0.06
2020,2,Santa Fe,70.002168637187,69.52,0.69
2020,3,Santa Fe,72.12060247348236,70.0,3.03
2020,4,Santa Fe,73.58073807267776,72.12,2.02
2021,1,Santa Fe,73.91656407026184,73.58,0.46
2021,2,Santa Fe,75.06878626293008,73.92,1.56
2021,3,Santa Fe,75.01704762728227,75.07,-0.07
2021,4,Santa Fe,77.08920179439227,75.02,2.76
2022,1,Santa Fe,77.30458474758402,77.09,0.28
2022,2,Santa Fe,77.9,77.3,0.77
2022,3,Santa Fe,78.55,77.9,0.83
2022,4,Santa Fe,78.4,78.55,-0.19
2023,1,Santa Fe,78.13,78.4,-0.34
2023,2,Santa Fe,78.83,78.13,0.9
2023,3,Santa Fe,79.09,78.83,0.33
2023,4,Santa Fe,79.75,79.09,0.83
2014,1,Santiago Del Estero,16.309923503967603,0.0,0.0
2014,2,Santiago Del Estero,16.695567347354444,16.31,2.36
2014,3,Santiago Del Estero,16.49220390830193,16.7,-1.22
2014,4,Santiago Del Estero,17.26920158364512,16.49,4.71
2015,1,Santiago Del Estero,17.0558169911586,17.27,-1.24
2015,2,Santiago Del Estero,17.110566632982863,17.06,0.32
2015,3,Santiago Del Estero,17.11882253135319,17.11,0.05
2015,4,Santiago Del Estero,17.00497803803607,17.12,-0.67
2016,1,Santiago Del Estero,16.205749206821952,17.0,-4.7
2016,2,Santiago Del Estero,15.888925047306124,16.21,-1.96
2016,3,Santiago Del Estero,15.329646578472886,15.89,-3.52
2016,4,Santiago Del Estero,15.067847510433346,15.33,-1.71
2017,1,Santiago Del Estero,14.702119493368587,15.07,-2.43
2017,2,Santiago Del Estero,14.118988073971998,14.7,-3.97
2017,3,Santiago Del Estero,35.12104488438485,14.12,148.75
2017,4,Santiago Del Estero,29.126386109501063,35.12,-17.07
2018,1,Santiago Del Estero,34.9882694482421,29.13,20.13
2018,2,Santiago Del Estero,35.256464211164236,34.99,0.77
2018,3,Santiago Del Estero,36.24961697805127,35.26,2.82
2018,4,Santiago Del Estero,37.40072595129344,36.25,3.18
2019,1,Santiago Del Estero,37.519416746003905,37.4,0.32
2019,2,Santiago Del Estero,52.78997126317105,37.52,40.7
2019,3,Santiago Del Estero,55.30391146854541,52.79,4.76
2019,4,Santiago Del Estero,42.92077382358182,55.3,-22.39
2020,1,Santiago Del Estero,42.466359187991806,42.92,-1.06
2020,2,Santiago Del Estero,43.46716682468362,42.47,2.36
2020,3,Santiago Del Estero,43.37593131691913,43.47,-0.21
2020,4,Santiago Del Estero,43.749256620689934,43.38,0.86
2021,1,Santiago Del Estero,45.67308282365455,43.75,4.4
2021,2,Santiago Del Estero,46.557275364921054,45.67,1.94
2021,3,Santiago Del Estero,47.0,46.56,0.95
2021,4,Santiago Del Estero,47.0459491943867,47.0,0.1
2022,1,Santiago Del Estero,47.17273839324049,47.05,0.27
2022,2,Santiago Del Estero,47.7,47.17,1.12
2022,3,Santiago Del Estero,47.98,47.7,0.59
2022,4,Santiago Del Estero,48.05,47.98,0.15
2023,1,Santiago Del Estero,47.55,48.05,-1.04
2023,2,Santiago Del Estero,47.14,47.55,-0.86
2023,3,Santiago Del Estero,48.67,47.14,3.25
2023,4,Santiago Del Estero,49.08,48.67,0.84
2014,1,Tierra Del Fuego,63.965925574153744,0.0,0.0
2014,2,Tierra Del Fuego,64.35604517159936,63.97,0.61
2014,3,Tierra Del Fuego,65.68610204476191,64.36,2.07
2014,4,Tierra Del Fuego,66.13781947338316,65.69,0.69
2015,1,Tierra Del Fuego,74.23495170010268,66.14,12.24
2015,2,Tierra Del Fuego,74.50787431664719,74.23,0.37
2015,3,Tierra Del Fuego,74.85845784033849,74.51,0.47
2015,4,Tierra Del Fuego,66.46220433623792,74.86,-11.22
2016,1,Tierra Del Fuego,65.83304163135006,66.46,-0.95
2016,2,Tierra Del Fuego,67.71824288255286,65.83,2.86
2016,3,Tierra Del Fuego,68.94049249100736,67.72,1.8
2016,4,Tierra Del Fuego,70.30526590539473,68.94,1.98
2017,1,Tierra Del Fuego,68.91974851288131,70.31,-1.97
2017,2,Tierra Del Fuego,68.46322075955756,68.92,-0.66
2017,3,Tierra Del Fuego,65.74180473434595,68.46,-3.98
2017,4,Tierra Del Fuego,59.89413596263622,65.74,-8.89
2018,1,Tierra Del Fuego,65.19963702359347,59.89,8.86
2018,2,Tierra Del Fuego,91.60519629538562,65.2,40.5
2018,3,Tierra Del Fuego,92.77191839394062,91.61,1.27
2018,4,Tierra Del Fuego,93.59257086207943,92.77,0.88
2019,1,Tierra Del Fuego,93.37581922721242,93.59,-0.23
2019,2,Tierra Del Fuego,94.79803428023493,93.38,1.52
2019,3,Tierra Del Fuego,96.46210963092378,94.8,1.76
2019,4,Tierra Del Fuego,79.69536136377089,96.46,-17.38
2020,1,Tierra Del Fuego,76.06964979018785,79.7,-4.55
2020,2,Tierra Del Fuego,76.36948260742473,76.07,0.39
2020,3,Tierra Del Fuego,76.80909583946696,76.37,0.58
2020,4,Tierra Del Fuego,76.26583496977399,76.81,-0.71
2021,1,Tierra Del Fuego,77.34935609177366,76.27,1.42
2021,2,Tierra Del Fuego,67.88580775229184,77.35,-12.23
2021,3,Tierra Del Fuego,94.95386825985027,67.89,39.87
2021,4,Tierra Del Fuego,98.40061644865433,94.95,3.63
2022,1,Tierra Del Fuego,98.29055038672794,98.4,-0.11
2022,2,Tierra Del Fuego,99.86,98.29,1.6
2022,3,Tierra Del Fuego,99.51,99.86,-0.35
2022,4,Tierra Del Fuego,101.44,99.51,1.94
2023,1,Tierra Del Fuego,104.23,101.44,2.75
2023,2,Tierra Del Fuego,106.38,104.23,2.06
2023,3,Tierra Del Fuego,105.95,106.38,-0.4
2023,4,Tierra Del Fuego,110.49,105.95,4.29
2014,1,Tucumán,33.4209747934719,0.0,0.0
2014,2,Tucumán,33.94452688568229,33.42,1.57
2014,3,Tucumán,33.94375582221807,33.94,-0.0
2014,4,Tucumán,35.32087516932818,33.94,4.06
2015,1,Tucumán,35.07860688538978,35.32,-0.69
2015,2,Tucumán,35.68770560918727,35.08,1.74
2015,3,Tucumán,36.61035952774264,35.69,2.59
2015,4,Tucumán,37.06217328329588,36.61,1.23
2016,1,Tucumán,36.72477136636591,37.06,-0.91
2016,2,Tucumán,37.23568289338424,36.72,1.39
2016,3,Tucumán,37.89736341023836,37.24,1.78
2016,4,Tucumán,37.9807622036193,37.9,0.22
2017,1,Tucumán,37.90016075894098,37.98,-0.21
2017,2,Tucumán,38.18623365639289,37.9,0.75
2017,3,Tucumán,39.69537916123259,38.19,3.95
2017,4,Tucumán,39.8968735176797,39.7,0.51
2018,1,Tucumán,41.176009388866156,39.9,3.21
2018,2,Tucumán,41.512563170017415,41.18,0.82
2018,3,Tucumán,41.68101359528755,41.51,0.41
2018,4,Tucumán,41.75796963877769,41.68,0.18
2019,1,Tucumán,41.63074443134759,41.76,-0.3
2019,2,Tucumán,40.13604621420884,41.63,-3.59
2019,3,Tucumán,39.487600204016815,40.14,-1.62
2019,4,Tucumán,47.64902012521289,39.49,20.67
2020,1,Tucumán,47.84792325850032,47.65,0.42
2020,2,Tucumán,51.78074091030483,47.85,8.22
2020,3,Tucumán,53.2281495112899,51.78,2.8
2020,4,Tucumán,54.78340441369959,53.23,2.92
2021,1,Tucumán,54.81892254125389,54.78,0.06
2021,2,Tucumán,54.928196510348045,54.82,0.2
2021,3,Tucumán,54.63604486100796,54.93,-0.53
2021,4,Tucumán,55.92599102424391,54.64,2.36
2022,1,Tucumán,57.39003227231194,55.93,2.62
2022,2,Tucumán,59.31,57.39,3.35
2022,3,Tucumán,61.14,59.31,3.09
2022,4,Tucumán,61.04,61.14,-0.16
2023,1,Tucumán,60.34,61.04,-1.15
2023,2,Tucumán,60.75,60.34,0.68
2023,3,Tucumán,61.26,60.75,0.84
2023,4,Tucumán,61.04,61.26,-0.36
